epoch,val_CRPS_log,val_Brier_flash,val_Brier_peak,val_Brier_acc
1,0.1876084147968722,0.0502071647603235,0.2019890714924157,0.09953395556867024
2,0.187068808463626,0.04699831874212471,0.20127001977135328,0.07196808271643332
3,0.18790141442054006,0.04688059868411286,0.20510149016015894,0.0641837226790877
4,0.1858213859551849,0.047179169176833874,0.1975399793122382,0.05846066081245807
5,0.18279234247723472,0.047531346487042374,0.19871166698200593,0.05609950433728441
6,0.18721520032195005,0.04764988381464382,0.21679362882663397,0.06266687954992173
7,0.1874195252292066,0.047762528995008095,0.21636956385848444,0.05578908749619912
8,0.18721973727122987,0.04779188676736266,0.2187834765534694,0.062129302295157736
9,0.1897620582524752,0.04803745799007273,0.2235243191455558,0.06416251457673175
10,0.1867011938145131,0.04812624078463059,0.20982462360927556,0.05642709544677185
