epoch,val_CRPS_log,val_Brier_flash,val_Brier_peak,val_Brier_acc
1,0.18073440010479952,0.05606528758016952,0.23841587261426608,0.06477268852519534
2,0.17554571112855755,0.04925647313344091,0.21543326762628845,0.0595750468013416
3,0.17766399110595144,0.048013975403835105,0.23855906090502646,0.07807069831054099
4,0.19177400128820093,0.048099488606098854,0.31042346500853013,0.08518405291539272
5,0.18049440022075666,0.04809703324273762,0.24511811129432357,0.08541319610366534
6,0.19468614141803492,0.048631963677572485,0.30356188336433937,0.09959913512870308
7,0.1845338004093159,0.04891198827316338,0.2705715113181797,0.0859324266307316
8,0.18021150855282558,0.04855013832767009,0.24518460141502418,0.059428303263188126
9,0.18724560919063493,0.05106790532060586,0.2718231320761551,0.08467554742566633
10,0.19070324650925033,0.048439621633705236,0.30259650313828684,0.07598628062144533
