epoch,val_CRPS_log,val_Brier_flash,val_Brier_peak,val_Brier_acc
1,0.18740114049161768,0.04684661329948058,0.17861382000145304,0.07788471723788873
2,0.1875572430248979,0.04771677517769302,0.1857532928326821,0.06336833385054527
3,0.1828464556246905,0.048151821672805385,0.181464947458959,0.06403269521816289
4,0.17893082042101394,0.04812965832649106,0.16652053144025797,0.05475598513925855
5,0.1825115565094571,0.04851022068975123,0.1800372538902398,0.05563095133686305
6,0.17761271029430076,0.04828796088115002,0.17216231303959292,0.0556491288334234
7,0.1770330380769252,0.04857354408404539,0.17182899866769186,0.05856776458958179
8,0.18401616360774775,0.04868161624318276,0.20446752119652659,0.07517412104315892
9,0.17564683368888712,0.04876318978324765,0.16629466063194256,0.0499721951359408
10,0.1873756393697762,0.04831121554816499,0.2052615942066264,0.06497138267476772
