epoch,val_CRPS_log,val_Brier_flash,val_Brier_peak,val_Brier_acc
1,0.18413676030427634,0.04826711169454162,0.17272494420505427,0.049654947866566476
2,0.18264458860629254,0.04926287715889678,0.19619232998697145,0.054973871186798265
3,0.1754564846661396,0.04830575906487375,0.17781985712305803,0.0517962230717972
4,0.18366393927835215,0.048368788733334826,0.20733495307822453,0.05846816564705237
5,0.185942801001128,0.048277510313807594,0.2267352331759902,0.0801222781191412
6,0.18669695894474014,0.048165210760909266,0.21290161077061787,0.05492986345099461
7,0.18181906177403523,0.04806712087874071,0.22317496564266037,0.0671211478280802
8,0.18943025166483576,0.048345486359776424,0.2671775705898108,0.09980148840952006
9,0.1810617807561788,0.048273426642797386,0.22966334672389135,0.06970972531062886
10,0.18225150403058812,0.048314051183980536,0.2179608445315218,0.06144202472580897
