final_run,train_CRPS_log,train_CRPS_mm,train_Brier_SDER,train_Brier_peak,train_Brier_acc,SDER_pr_auc,SDER_roc_auc,peak_pr_auc,peak_roc_auc,acc_pr_auc,acc_roc_auc
Complete,0.1258566570110046,0.6840160259833703,0.03882434899703814,0.1218604133106195,0.041247134311841085,0.42441263607013835,0.8898343210098808,0.6233889018641388,0.8583760793836037,0.3108368685090687,0.8631398540065306
