epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc,flash_pr_auc,flash_roc_auc,peak_pr_auc,peak_roc_auc,acc_pr_auc,acc_roc_auc,flash_n_valid,peak_n_valid,acc_n_valid
1,4.616878847325586,0.13187896535498211,0.686222128297092,0.15169703567474457,0.17365506110701706,0.16399983033478216,0.3809010663607445,0.9002197416663598,0.6249203724556558,0.8580506399038629,0.26423624971475773,0.8590057855828648,311882,311882,311882
2,4.408374916831564,0.12892931420923914,0.677629648935973,0.123628921399679,0.15113661806780987,0.14850472158153985,0.39267977695367434,0.904787772201436,0.6353580552461934,0.8612345435207933,0.2754138294816918,0.8622744812892125,311882,311882,311882
3,4.347485126487183,0.1278206546797388,0.6754564990036803,0.13434590106146838,0.16006377199986283,0.1533586459936727,0.401368349581544,0.9066481024007438,0.636362227165938,0.8617035399079146,0.28024723255941036,0.8628100624180219,311882,311882,311882
4,4.30301470773421,0.12788463565877894,0.6756860429124147,0.11547490293204958,0.1491444644133867,0.13281090599803272,0.4029551303154849,0.9072376902732615,0.6393598069767309,0.8628911544770077,0.27930931394889613,0.8649967232112237,311882,311882,311882
5,4.262538083203243,0.1282356070924083,0.6790537105202723,0.12398979820734436,0.16148846993464405,0.16993578934634923,0.41040529412034465,0.9099045838294638,0.6429150272995413,0.8661070584634413,0.28358160289480727,0.8684817514272549,311882,311882,311882
6,4.237038298763507,0.12681766817441945,0.6768138076899531,0.13023231569129715,0.15333191073019614,0.14020051430441097,0.40809554343557813,0.9100549240368889,0.6393358162050924,0.8645033208137896,0.2816392898914695,0.867221836634785,311882,311882,311882
7,4.209693388184179,0.1268372755848157,0.6737026659066413,0.1369611548685089,0.15704411273089036,0.1572889999486094,0.41764139855859006,0.9125097079400434,0.6454976099207148,0.8673449138347133,0.2853291803209794,0.8693698688065286,311882,311882,311882
8,4.192198521494421,0.1265558401842274,0.6753872214793796,0.1248060143750974,0.16065600639954955,0.1613862661316222,0.4147962401762979,0.9116292436712212,0.644853055024595,0.8660638656091343,0.2891403648872696,0.8693414417512542,311882,311882,311882
9,4.170750199237215,0.12698380968562661,0.6687879669646334,0.1267331962631203,0.14841735764675282,0.12751652345708905,0.419041392745142,0.9117108552885993,0.6460622430019437,0.8651407139048497,0.29150478644123273,0.867717806726075,311882,311882,311882
10,4.152743156857672,0.12695835855260543,0.6815868680497619,0.14024457122823503,0.16191357771856305,0.1543516133360457,0.41553412589138056,0.912395863102744,0.6478230782217214,0.8675735533732292,0.2855563415249216,0.8693548308822343,311882,311882,311882
11,4.14060143798612,0.12625901680967028,0.6711909150078451,0.11990174948677075,0.1495843095395037,0.1421274645453061,0.4193972198463122,0.9129161714380442,0.6490387755061604,0.8680024920297824,0.28512420852288173,0.8711813596447924,311882,311882,311882
12,4.125390482339994,0.12615938072347566,0.6709657071118944,0.14262359968836677,0.15592078805477083,0.14072510519880085,0.4205338804116482,0.9120248347771418,0.6514290139660444,0.869006528459663,0.28715356884811316,0.8710910874985426,311882,311882,311882
13,4.102143280502578,0.12587519781704576,0.6740009676811499,0.12465869396100884,0.15876338703487514,0.15063412375305005,0.42105396325874045,0.9122050563315072,0.6478957933525789,0.8672740328808834,0.28570793172205006,0.8683388072054992,311882,311882,311882
14,4.089294840025421,0.12680520985246302,0.6719987058619813,0.11007829971314577,0.15480102986443373,0.1382162184321604,0.4231795694892728,0.9139158465304658,0.6453352034551773,0.8663039980502864,0.2814469560653914,0.8681158840154816,311882,311882,311882
15,4.079484192472532,0.12589113558894055,0.6738888182014532,0.1203825763983118,0.15201985564327453,0.13802656318466797,0.41797547251578904,0.9125196015858699,0.6481840659061393,0.866914033231837,0.28762986714380556,0.8697775850604389,311882,311882,311882
16,4.066598505515113,0.12666384551758497,0.6721050217796364,0.1148106934467128,0.1461682864626045,0.13070906660076528,0.4163313522090945,0.9122343582181509,0.6463325734538359,0.8661687775865552,0.2846429871263505,0.8688392578372809,311882,311882,311882
17,4.0563128106546085,0.12658983624567852,0.67756325637886,0.12464136731108055,0.16069915266459084,0.1616515291099725,0.4223976164846085,0.9133840675384337,0.6492670885613203,0.8679994668630867,0.2884376769487065,0.8706287344465864,311882,311882,311882
18,4.0448982240569675,0.1256353092361209,0.6721603184577827,0.11647046227424132,0.15892543745324986,0.14302739917706528,0.42287250877653415,0.9139910387088563,0.6493788739156245,0.86680250968497,0.2875359695348649,0.8666054043626514,311882,311882,311882
19,4.028901686559943,0.1261583635979413,0.6725145369682555,0.11058425097036555,0.15531394869697798,0.14648765382819134,0.4238446487162125,0.9138339214731002,0.6457038401494845,0.8666564549012826,0.28231412517628485,0.8664415849228178,311882,311882,311882
20,4.015008669882723,0.12532016302143364,0.6786914154496174,0.12390962233173661,0.14531420604171244,0.13051238190876405,0.4192748031315381,0.9135471087592945,0.64504546455851,0.8679569212565788,0.2802020120362246,0.8689857256068387,311882,311882,311882
21,4.000503410051155,0.12608525323282396,0.6728503652402112,0.11553092536218436,0.1486766511491054,0.1285172532221092,0.41968379281826074,0.9129638547863872,0.6515302670779098,0.8672907337700086,0.28965594274926465,0.8682703932413061,311882,311882,311882
22,3.99209510617786,0.1272301006123573,0.6744283668060855,0.12608398012383862,0.15062023563791255,0.129188598743761,0.42429012309237857,0.9138096785712171,0.6464753918461106,0.8661133385963268,0.2852511538651045,0.8658946988315809,311882,311882,311882
23,3.985125558577217,0.12608097925318165,0.6711154657313422,0.11461387408280167,0.15114984386102834,0.13787487535554566,0.420540817807303,0.9132573889330386,0.6436167033221669,0.8655425517304747,0.27722687862919754,0.8669250166894079,311882,311882,311882
24,3.9694855962557014,0.12615788205224981,0.6815047060493996,0.1223677352616365,0.1583394111544089,0.14668694303190388,0.41942488846001286,0.9128981017811709,0.6510920263769929,0.8681012866501673,0.28904996508951547,0.8699221356666953,311882,311882,311882
25,3.965808609143555,0.1268888769402795,0.6691256788882138,0.10353922906608011,0.14103968614203174,0.11846703653140575,0.4181406061009473,0.9112724410447973,0.6469020679753998,0.8650436280685161,0.2932375156981956,0.8648266142265093,311882,311882,311882
26,3.9461811814265495,0.12622604204746588,0.6702275836766448,0.1138475075253833,0.14366400430835813,0.12111548606321075,0.4170236887299885,0.9117514477598336,0.6424804472471041,0.8649278591883452,0.27682315019947107,0.8644958713942547,311882,311882,311882
27,3.9402292790828937,0.12591927377255602,0.6735530718524197,0.12552594003632644,0.14966778348400028,0.14187790813601445,0.4210014594386334,0.9132729068184583,0.6496268991618448,0.8669741487156915,0.28489457953289304,0.8673154137097578,311882,311882,311882
28,3.932979012629063,0.12645448560263467,0.6752543899825716,0.11943360958812886,0.15520439391724256,0.14010912004978474,0.4217520435200334,0.9126914366021672,0.6493423820701292,0.8660542535720173,0.2918053268398503,0.8677483167444837,311882,311882,311882
29,3.919727874115543,0.12684363622148603,0.6703043883542273,0.11125429574021913,0.15076859636466736,0.12638832544116183,0.42186870872995974,0.9128308795834994,0.6486424462952685,0.8658210182175581,0.2878140450340781,0.8678486367112693,311882,311882,311882
30,3.917132415649697,0.126092496175134,0.6697963506745123,0.12711724177398045,0.15478486615949627,0.13545636619731696,0.4231241752239238,0.9133334957797983,0.648685540559499,0.8663576453176025,0.2870593119683017,0.8666958405553982,311882,311882,311882
