epoch,val_CRPS_log,val_Brier_flash,val_Brier_peak,val_Brier_acc
1,0.18020444727765028,0.04767011687815058,0.21044718715349417,0.05939972905545113
2,0.18649264575780386,0.04809618214190064,0.24782973079360995,0.055497963963443676
3,0.17864630552095628,0.04729018562603588,0.21524788965884123,0.049129129138850106
4,0.20025107641168485,0.049376505850882046,0.3378758514253515,0.10216918521360384
5,0.18548429182689205,0.048335777688873774,0.2700329181279666,0.09514420976516869
6,0.18236571756120912,0.04808730881471352,0.25065117275530774,0.059258447182061025
7,0.19719799274599803,0.047250535010182164,0.33594836054870764,0.10987056042461577
8,0.1791931770369654,0.04887688740311115,0.2522755112561525,0.07161336866470708
9,0.18589888303845134,0.04777710119568931,0.2917902387580842,0.08811308290720177
10,0.18028460949766525,0.04850171222157954,0.2300755867315765,0.05253075458990997
