epoch,val_CRPS_log,val_Brier_flash,val_Brier_peak,val_Brier_acc
1,0.19121160393561323,0.054142127287385586,0.19933246401515198,0.09105425335821615
2,0.18831678751518605,0.04763315317242829,0.18673759049837169,0.06470022556576853
3,0.18868356212269424,0.04803279933423915,0.18712083256839646,0.05369177176241519
4,0.18773678938358476,0.04789770979895174,0.18804669971386956,0.05446042425244523
5,0.18746967286111638,0.04900193033815112,0.19327164462154023,0.0569878399086255
6,0.1880499142983065,0.04883084059892477,0.20537089039362885,0.05847698058921779
7,0.18116336422834467,0.04901470530123465,0.19221461417253116,0.05432854632920374
8,0.18730328959098105,0.048883841319930184,0.2034807389309687,0.054923877118112266
9,0.1896534231004633,0.04864672443339992,0.21908993940109767,0.06325163497642156
10,0.1878713064738598,0.04888089897025625,0.2257673149044711,0.058489584569945664
