epoch,train_loss,val_CRPS_log,val_CRPS_mm,val_Brier_flash,val_Brier_peak,val_Brier_acc
1,5.542670119105326,0.1487209429625318,0.7278037052224342,0.15788464946640632,0.175245156784779,0.16446545962807066
2,5.4492327770134255,0.1444661210007959,0.7212168402987685,0.17075575917483976,0.17347367044975526,0.1650335108449777
3,5.406430944650421,0.14164423672498597,0.7183357814739812,0.206997080489334,0.1950141011040316,0.20785836884961606
4,5.374479054163363,0.14187919968846238,0.717187385423229,0.18168413187668478,0.1800836159358882,0.1806423091907718
5,5.349529480063844,0.1416115351597282,0.7196113802044399,0.19092963454506598,0.18804803497522055,0.18197972860189732
6,5.323495233271089,0.13901666218543893,0.7133813581713565,0.17713750116970325,0.17989101728849466,0.18030874776921654
7,5.304907829832929,0.13910992069349168,0.7132444337169795,0.17832874153879036,0.1804930447394837,0.1667487320371334
8,5.281433763566343,0.13971488482403188,0.7141380584045298,0.1728659411465498,0.1739865136318296,0.15618383336988606
9,5.26518848356508,0.14249759916263188,0.715257234587042,0.1801263604221064,0.18509056977360122,0.18265543720101318
10,5.234672580657168,0.13971517627465763,0.7139781279717969,0.1637484105343868,0.17484886077467884,0.16630852224791354
11,5.216346205647117,0.13932470582305528,0.7119130690647808,0.15211770007219363,0.17280437409815375,0.15526834276024717
12,5.190915812796903,0.14095708095259277,0.7148245069872059,0.16453981659695982,0.17125164124213005,0.15566337409467668
13,5.163450796997152,0.13941799833939025,0.7126496376904565,0.16517916869001775,0.17697163586994388,0.15631384505938595
14,5.13956806348568,0.1395603686275824,0.7114637384404313,0.17001338592043927,0.1764052052333647,0.17113169983629747
15,5.110876171070384,0.13975966494661862,0.7147560808203225,0.17347581289242814,0.17706670572739433,0.16938023929025464
16,5.08458014046395,0.13962056250181634,0.7132200440359447,0.15800242136134102,0.17189987638932874,0.15460783080328136
