Model,CRPS_log,CRPS_mm,Brier_flash,Brier_peak,Brier_acc,MAE_lead1,RMSE_lead1,n_valid_lead1,MAE_lead2,RMSE_lead2,n_valid_lead2,MAE_lead3,RMSE_lead3,n_valid_lead3,MAE_lead4,RMSE_lead4,n_valid_lead4,MAE_lead5,RMSE_lead5,n_valid_lead5,MAE_lead6,RMSE_lead6,n_valid_lead6,MAE_lead7,RMSE_lead7,n_valid_lead7,MAE_lead8,RMSE_lead8,n_valid_lead8
Climatology_Val,0.15696706312398115,0.7681626998302009,0.049775581664612725,0.17619508748046225,0.046576365650657356,0.8014870882034302,4.282853603363037,311856,0.8014327883720398,4.2828264236450195,311856,0.8014192581176758,4.2828240394592285,311856,0.8014194965362549,4.2828240394592285,311856,0.8014014363288879,4.282812595367432,311856,0.8013995289802551,4.28281307220459,311856,0.8013993501663208,4.28281307220459,311856,0.8013994693756104,4.28281307220459,311856
Climatology_Test,0.13434840813796553,0.6570935825713806,0.04164071084233001,0.1552523972156147,0.04039343046477168,0.6710502505302429,4.019006252288818,307503,0.6710568070411682,4.0190253257751465,307500,0.6710633039474487,4.019044876098633,307497,0.6710699200630188,4.019064903259277,307494,0.6710763573646545,4.019084453582764,307491,0.6710829138755798,4.01910400390625,307488,0.6710895895957947,4.019123554229736,307485,0.6710960268974304,4.019143104553223,307482
